ads_placeholder_body	Shiŋmɔ shi. Tsɔ ad mɔ ba mli nɔ shiŋmɔi anɔkuale. Premium mɔi bɔɔ nɔŋ gbɛɛ.
ads_rewarded_label	Shiŋmɔ ni aŋwɛɛ he (nɔŋmɔ)
ads_rewarded_playing	Emɔŋ bɔ nɔŋmɔ shiŋmɔ… %1$d
ads_rewarded_skip	Fiŋ
permission_camera_title	Kamera gbɛɛ
permission_camera_body	Ntoma tsɔɔ kamera kɛ ntama anaa gbɔmɔ shishifɔɔ nɔŋ. Shishifɔɔi ye o fɔn nɔ o shɔɔŋ AI shishifɔɔŋwɛɛmɔ nɔŋ.
permission_camera_denied_title	Kamera dum
permission_camera_denied_body	O shikaŋ yi shishifɔɔ ni ye mli kɛjɛ o kɛ mli, anaa kɛ kamera fɔn toomɔi mli.
permission_notifications_title	Shiŋmɔi
permission_notifications_body	Yɛŋwɛɛ o nɔ nɔŋ ni o shi gbe lɛ anaa o shɔɔ susumɔi nɔŋ.
permission_denied_continue	Tsɔ nɔ nɔŋ bɔ
permission_open_app_settings	Kɛ fɔn toomɔi mli
error_generic_title	Nɔ ko tsra
error_generic_body	Enaŋ tsɔɔ. Kɛ o tsɔɔ eko.
error_no_internet_title	Intanɛt bɔ
error_no_internet_body	Kɛ o intanɛt ni o tsɔɔ eko. Susumɔi, suɔmɔi kɛ nɔŋ ni mli tsɔɔ mɔ nɔɔ intanɛt bɔ.
error_server_title	Tsuɔmɔ shi no bɔ
error_server_body	Yɛ tsuɔmɔ shi no ŋwɛɛɔ mɔ nɔŋŋ. Kɛ o tsɔɔ eko kɛkɛ.
error_timeout_title	Ɛfaa gbe kɛ yɔ
error_timeout_body	Bimɔ no gbe tsɔ. Shishifɔɔ kɛkɛ anaa intanɛt kɛ naa lɛ baaŋ boi.
error_invalid_image_title	Yɛbɔɔ kɛɛ shishifɔɔ no
error_invalid_image_body	Fael no baaŋ tsra anaa mli yɔɔ. Kɛ shishifɔɔ nɔŋ nɔ.
error_unsupported_image_title	Fael ko nɔŋ nɔ etsɔɔ mɔ
error_unsupported_image_body	Yi JPG, PNG anaa WebP shishifɔɔ.
error_image_too_large_title	Shishifɔɔ no kɛ yɔ
error_image_too_large_body	Kɛ shishifɔɔ kɛkɛ — shishifɔɔi ni eye 20 MP lɛ naa tsuɔmɔ kɛ hewɔɔ.
error_generation_title	Yɛbɔɔ ŋwɛɛ shishifɔɔ no
error_generation_body	Shishifɔɔŋwɛɛmɔ tsuɔmɔ no bɔɔ gbe. Kɛ shishifɔɔ ni shikaŋ mli di mɔ.
error_rate_limit_title	Shi o he kɛkɛ
error_rate_limit_body	Otsɔɔ bimɔi bii o heŋ. Shwɛɛ dakika kɛkɛ ni o tsɔɔ eko.
error_analysis_title	Yɛbɔɔ yi ntama no mli
error_analysis_body	Kɛ shishifɔɔ ni shikaŋ mli di mɔ, ni o toɔ nutata no kɛ mli mli.
error_permission_title	Gbɛɛ hia
error_memory_title	Fɔn no bɔɔ nɔŋ nɔ
error_memory_body	Shishifɔɔ no kɛ yɔ fɔn nɔŋ nɔ. Toɔ app bi anaa yi shishifɔɔ kɛkɛ.
notif_channel_processing	Tsuɔmɔ na gbe
notif_channel_processing_desc	Ɛŋwɛɛ o nɔ shishifɔɔ ko ji gbe mli.
notif_channel_recommendations	Susumɔi ni abɔ
notif_channel_recommendations_desc	Susumɔi bibii kɛjɛ ntamai ni ato mli.
notif_channel_updates	Ntoma tsakemɔi
notif_channel_updates_desc	Tsakemɔi kɛ siesiemɔi ni yɔ.
notif_look_ready_title	O shishifɔɔ ji gbe mli
notif_look_ready_body	%1$s emɔŋ o heŋ Ntoma mli.
notif_recommendation_title	Susumɔ ko o
notif_recommendation_body	%1$s baaŋ naa ntama akɛ o nɔŋ nɔ.
notif_update_title	Atsake Ntoma
notif_update_body	Kɛ nɔŋ ni mli yɛ fɔn nɔŋ nɔ.
share_chooser_title	Kɛɛ mɔ ne
share_look_text	Shishifɔɔ: %1$s mli %2$s — Ntoma ŋwɛɛ.
share_fabric_text	Ntama: %1$s — %2$s. Ntoma kɛ.
share_design_text	Susumɔ: %1$s — %2$s. Akɛ Ntoma nɔ.
share_saved	Ɛji gbe mli o kɛɛ mɔ
privacy_title	Suɔŋmɔ
privacy_intro	Mɔ kɛkɛ: Ntoma tsɔɔ o fɔn nɔ. Yɛtsɔɔ shishifɔɔ kɛɛ shi o shɔɔ AI shishifɔɔŋwɛɛmɔ nɔŋ nɔŋ, ni yɛŋwɛɛ o nɔ lɛ gbe.
privacy_images_title	Shishifɔɔi nɔŋ ni ayitso mli
privacy_images_body	Ntama shishifɔɔi ni okɛɛ anaa oyí, kɛ — o tsɔɔ ba-kpɔmɔ nɔŋ nɔŋ — gbɔmɔ shishifɔɔ kɛkɛ. Shishifɔɔi ni aŋwɛɛ lɛ ye app no suɔŋmɔ kɛ mli.
privacy_device_title	Shishifɔɔi kɛɛ mi fɔn nɔ?
privacy_device_body	Fɔn nɔ yitso: nato. Ayitso o ntama o fɔn nɔŋ nɔ ni yɛtsɔɔɔ intanɛt nɔ gbɛɛ. Cloud yitso kɛ AI ba-kpɔmɔ: yewaa — atsɔɔ shishifɔɔ no kɛɛ backend ni ayi no nɔ o kɛɛ. Yɛŋwɛɛ fɔn ni atsɔɔ mɔ no daa.
privacy_retention_title	Gbe sɛ ni ayeɛɛ shishifɔɔi?
privacy_retention_body	O fɔn nɔŋ nɔ kɛ ya o bɔɔ jɛ mli. Backend fɛɛ ŋwɛɛ lɛ nɔŋ gbɛɛmɔ; yɛbɔɔ gbɛɛmɔ kɛ dɔŋŋ 24 ji kɛ hewɔɔ shishifɔɔi ni atsɔɔ, ni nɔŋmɔ fɔn no yeɛɛɔ nɔŋ bi.
privacy_delete_title	Kɛ mi bɔɔ kɛ mi nɔŋ jɛ mli?
privacy_delete_body	Tsɔ "Kɛ mi nɔŋ jɛ mli" ni mli shishi di mɔ. Ɛkɛɛ shishifɔɔi, yitsomɔi, shishifɔɔi ni aŋwɛɛ, nɔŋ ni mli, suɔmɔi kɛ shishifɔɔi ni ato mli jɛ fɔn nɔŋ nɔ mɔŋ.
privacy_analytics_title	Tsuɔmɔi he mɔɔ
privacy_analytics_body	Nɔŋ nɔ bɔɔ debug nɔŋmɔ nɔŋ. Analytics SDK bɔ mli ni tsuɔmɔ nɔŋ bɔ kɛɛ o fɔn nɔ.
privacy_ads_title	Shiŋmɔi
privacy_ads_body	Ntoma fɔn nɔŋ nɔ bɔɔ shiŋmɔi anaa shiŋmɔ SDK. Yɛŋɔɔɔ shiŋmɔ nɔŋ bi. O shiŋmɔi baaŋ mɔ ni ba nɔŋ lɛ, abɔɔ nyɛlɛmɔ shishi ni yɛtsake gbɛɛmɔ nɔŋ nɔ dɛŋ.
privacy_permissions_title	Gbɛɛmɔi
privacy_permissions_body	Kamera (o kɛɛ shishifɔɔ nɔŋ nɔŋ) kɛ shiŋmɔi (o shɔɔ nɔŋ nɔŋ). Yɛkɛɛ shishifɔɔi Android shishifɔɔ yi no mli, lɛɔlɛɔ yɛbiɔɔ kɛ gbɛɛ. Yɛbiɔɔ nɔŋmɔi, shi, mikrofon, SMS, fɔn anaa bimɔi nɔŋ gbɛɛ.
privacy_delete_data_title	Kɛ mi nɔŋ jɛ mli?
privacy_delete_data_body	Nɔŋ kɛ o ntamai, yitsomɔi, shishifɔɔi ni aŋwɛɛ, nɔŋ ni mli kɛ suɔmɔi jɛ fɔn nɔŋ nɔ koraa. Oshikaŋ shi eko.
privacy_data_deleted	Akɛ o nɔŋ jɛ mli
privacy_keep_history_days	Nɔŋ ni mli gbe
privacy_keep_forever	Ye mɔ fɛɛ
privacy_keep_days	Gbii %1$d
terms_title	Mlara kɛ gbɛɛmɔi
terms_body_1	Ntoma boɔ o nɔ o kɛɛ kɛ ntama baaŋ dadɔ mɔ. Susumɔi kɛ shishifɔɔi ji nɔŋmɔi, ejjɛŋ tɔɔlɔ gbɛɛmɔ, ni nɔŋ ni ba lɛ shishi o ntama, o kɛkɛmɔi kɛ o tɔɔlɔ nɔ.
terms_body_2	Bo kɛ shishifɔɔi ni otsɔɔ lɛ tumi. Bo ji mɔ ni oye gbɛɛ nɔ o kɛɛ gbɔmɔ nɔŋ shishifɔɔ, ni o kɛɛ mɔ o shishifɔɔi ni aŋwɛɛ lɛ.
terms_body_3	Shishifɔɔi ni aŋwɛɛ lɛ ji nɔŋmɔi. O kɛɛ mɔ akɛ dadɔ ni na gbe, akɛ mli baaŋ naa o he, anaa akɛ shishifɔɔ anɔkuale.
terms_body_4	Tsuɔmɔ no ye beta mli. Premium nɔŋ nɔ mli yɛɛɛ sika mli, ni yɛŋɔɔɔ sika bi.
terms_body_5	Bi bojamɔ nɔ o bɔɔ shikaŋmɔ anaa o shɔɔ o nɔŋ jɛmɔ.
credits_title	Yiwalɛmɔ
credits_body	Ntoma — "ntama" Akan gbi mli. Aŋwɛɛ kɛ Jetpack Compose. Ntama kɛ susumɔi nimɔɔ kɛjɛ Ghana dadɔ kɔɔmɔi: kente, adinkra, wax print kɛ batakari. Shishifɔɔi ni mli nɔŋ nɔ fɛɛ kɛjɛ o ntama ɛjɔŋmɔi; yɛtsɔɔɔ shishifɔɔi nɔŋ nɔi.
help_title	Bojamɔ kɛ gbɛɛmɔi
help_how_title	Kɛ Ntoma tsɔɔ mɔ
help_how_1	1. Kɛ ntama shishifɔɔ anaa tsɔ mli.
help_how_2	2. Kɛɛ yitso no: ɛjɔŋmɔi, nutata, he mɔɔ kɛ Ghana susumɔ.
help_how_3	3. Kɛɛ susumɔi ni naa lɛ ayeŋ kɛ anɔŋmɔi, ni ayi lɛ ŋwɛɛ nɔ.
help_how_4	4. O shɔɔ lɛ, kɛɛ susumɔ no gbɔmɔ shishifɔɔ nɔ.
help_how_5	5. Toɔ nɔŋ ni osuɔ ni o kɛɛ mɔ o tɔɔlɔ.
help_tips_title	Shishifɔɔ gbɛɛmɔi
help_tips_body	Toɔ nutata no kɛ mli mli, tsɔ njɔɔŋ shikaŋ di mɔ, toɔ ntama no nɔɔ yɔɔ, ni o kɛ ɛsum anaa kanɛ shikaŋ kɛ yɔ.
help_faq_title	Bimɔi ni abɔɔ gbɛɛ gbɛɛ
help_faq_q1	Atsɔɔ mi shishifɔɔ intanɛt nɔ?
help_faq_a1	O tsɔɔ cloud fɔn anaa AI ba-kpɔmɔ nɔŋ nɔŋ. Fɔn nɔ yitso kɛɛ o fɔn nɔ gbɛɛ.
help_faq_q2	Ŋɔɔ nɔ ni eŋwɛɛ "mli baaŋ shikaŋ"?
help_faq_a2	Shishifɔɔ bɔɔ kɛ ntama kente kɛ nɔŋ ni atintim akɛ lɛ daa. Yɛsuɔɔ anɔkuale nɔ yɛ bɔɔ shishifɔɔ.
help_faq_q3	Ba-kpɔmɔ no ji anɔkuale?
help_faq_a3	Nato. Ɛŋwɛɛ ɛjɔŋmɔ kɛ kɛkɛ gbɔmɔ nɔ. Kɛ mli baaŋ naa o he lɛ shishi o tɔɔlɔ nɔ.
help_faq_q4	Ɛtsɔɔ mɔ nɔɔ intanɛt bɔ?
help_faq_a4	Susumɔi, suɔmɔi, nɔŋ ni mli kɛ toomɔi tsɔɔ mɔ nɔɔ intanɛt bɔ. Cloud yitso kɛ AI ba-kpɔmɔ hia intanɛt.
help_faq_q5	Mishikaŋ bɔ mi susumɔi mi nɔŋ ba mli?
help_faq_a5	Eshikaŋ mli. Susumɔi kɛ no kɛjɛ katalog ni atsɔɔ kɛɛ tsake backend nɔ.
help_contact_body	Ŋwɛɛ yɛ nɔŋ ni tsra ni yɛbɔɔ nyɛlɛmɔ. Toɔ o app fɔn nɔŋ nɔ ba mli: %1$s.
help_contact_email	support@ntoma.app
help_contact_subject	Ntoma bojamɔ bimɔ
empty_looks_title	Shishifɔɔi bɔ mli
empty_looks_body	Kɛ susumɔ shishifɔɔ nɔ do kpɔ ni o nɔŋ baaŋ shi fɛŋ.
empty_fabrics_title	Ntamai bɔ mli
empty_fabrics_body	Kɛ ntama shishifɔɔ ni o shi o kɛ toomɔ.
empty_history_body	O tsuɔmɔi baaŋ shi fɛŋ.
fabric_kente	Kente
fabric_kente_desc	Ntama ni atɔɔ nɔɔ Ashanti kɛ Ewe kɔɔmɔi mli, ni nutatai ni he jɔŋ ye mli.
fabric_adinkra	Adinkra
fabric_adinkra_desc	Ntama ni atsɔɔ nyɛlɛmɔi nɔ, ni abaɔ ayi kɛ ŋwɛɛ mli.
fabric_wax	Wax print (Ankara)
fabric_wax_desc	Ntama ni atintim ni ɛjɔŋmɔi he jɔŋ — Atɔɛ Afrika dadɔŋwɛɛmɔ ntama.
fabric_ankara	Ankara ntama
fabric_ankara_desc	Ntama ni atintim fɛɛ nɔ ni ɛjɔŋmɔi he jɔŋ afãna fɛɛ nɔ.
fabric_batik	Batik
fabric_batik_desc	Ntama ni atɔɔ nɔɔ ni nutatai mli yɔɔ.
fabric_tiedye	Tie-dye
fabric_tiedye_desc	Ntama ni abɔɔ ni atintim ni atintim ni nutatai kɛ yɔ.
fabric_lace	Lace
fabric_lace_desc	Ntama ni atɔɔ mli ni mli hewɔɔ awarɛ kɛ sɔlemɔ.
fabric_brocade	Brocade / Bazin
fabric_brocade_desc	Ntama ni he jɔŋ ni mli hyerɛn ni mli shishi heŋ.
fabric_cotton_plain	Cotton ntama kɛkɛ
fabric_cotton_plain_desc	Ntama ɛjɔŋ kɛkɛ ni mli yɔɔ — mli nyɛɛ ni mli ye tsuɔmɔi bii.
fabric_linen	Linen
fabric_linen_desc	Ntama ni nyɛlɛ mli kɛɛ mɔ ni mli yɔɔ ŋwɛɛ mɔ.
fabric_silk	Silk / satin
fabric_silk_desc	Ntama ni mli hyerɛn ni mli kɛɛ lɛ nɔ.
fabric_chiffon	Chiffon
fabric_chiffon_desc	Ntama ni mli hyerɛ nyɛlɛ mɔ ni mli tsɔɔ gbɔmɔ sɛɛ.
fabric_velvet	Velvet
fabric_velvet_desc	Ntama ni mli jɔŋ ni ɛjɔŋmɔ mli dɔ.
fabric_denim	Denim
fabric_denim_desc	Ntama ni he jɔŋ ni bulu ye mli.
fabric_kente_print	Kente ntama
fabric_kente_print_desc	Ntama ni atintim akɛ kente — mli baaŋ shikaŋ, ejjɛŋ kente ni atɔɔ anɔkuale.
fabric_unknown	Ntama ni aŋmli
fabric_unknown_desc	Yɛbɔɔ yi ntama nɔŋ nɔ mli kɛkɛ. Ɛjɔŋmɔ kɛ nutata nɔŋmɔi no ye shishi.
pattern_striped	Ntama ni atintim atɔɔ
pattern_checked	Atɔɔmɔi ni abɔɔ mli
pattern_geometric	Nutatai ni ayi mɔ
pattern_floral	Nnyɛŋmɔi
pattern_organic	Nutatai ŋwɛɛ mɔ
pattern_symbolic	Nyɛlɛmɔi
pattern_dotted	Nutatai bibii
pattern_abstract	Abstrakt
pattern_solid	Ɛjɔŋ kɛkɛ
pattern_gradient	Ɛjɔŋmɔi ni abɔɔ mli
texture_woven	Ntama ni atɔɔ kɛkɛ
texture_smooth	Ni mli yɔɔ
texture_slub	Ni mli tokuru tokuru
texture_sheer	Ni mli hyerɛ nyɛlɛ
texture_pile	Ni mli hyerɛ
texture_stiff	Ni he jɔŋ
texture_soft	Ni mli kɛɛ
texture_quilted	Ni atɔɔ mli
texture_embroidered	Ni atɔɔ nɔ
style_kaba_slit	Kaba kɛ slit
style_kaba_slit_desc	Ghana kɔɔmɔ susumɔ: dadɔ ni mli nɔ kɛ skirt kɛ yɔ.
style_modern_kaba	Kaba nɔŋ nɔ
style_modern_kaba_desc	Kaba ni atsake lɛ nɔ kɛ nsa kɛ nɔŋ nɔi.
style_maxi_dress	Dadɔ kɛ yɔ
style_maxi_dress_desc	Dadɔ ni mli shi ni lɛ skirt trɛw nɔ nutata no tsɔɔ.
style_straight_dress	Dadɔ ni shishi
style_straight_dress_desc	Dadɔ ni mli kɛɛ ni atɔɔ mli kɛkɛ.
style_mermaid_dress	Mermaid dadɔ
style_mermaid_dress_desc	Ɛbaɔ o heŋ ni mli trɛw kɛjɛ o na nɔ mɔ shwieɛ ŋwɛɛ.
style_peplum	Peplum nɔ kɛ skirt
style_peplum_desc	Ali ni mli trɛw skirt ni mli kɛɛ anaa mli trɛw nɔ.
style_jumpsuit	Ntama jumpsuit
style_jumpsuit_desc	Dadɔ kɛkɛ ni mli na kɛ yɔ kɛ ali ni mli hewɔɔ.
style_skirt_blouse	Skirt kɛ blouse
style_skirt_blouse_desc	Nɔ kɛ skirt ni akɛ nɔɔmɔi ni o shikaŋ bɔɔ kɛ nɔŋ nɔi.
style_african_gown	Afrika ntama dadɔ kɛ
style_african_gown_desc	Dadɔ kɛ ŋwɛɛ mɔ ni mli nɔ he jɔŋ kɛ ni mli kɛɛ sɛɛ.
style_contemporary_formal	Shiŋ dadɔ nɔŋ nɔ
style_contemporary_formal_desc	Dadɔ ni atɔɔ kɛkɛ tsuɔmɔ shia, sɔlemɔ kɛ ŋwɛɛ.
style_kaftan	Kaftan
style_kaftan_desc	Dadɔ kɛ ni abaɔ shi mli ni mli kɛɛ ni mli afãna ye mli.
style_agbada	Agbada kɔɔmɔ
style_agbada_desc	Dadɔ kɛ ni mli kɛɛ ni abaɔ tunic kɛ trousers nɔ.
style_print_shirt	Afrika ntama shɔɔt
style_print_shirt_desc	Shɔɔt nsa bibii ni mli kɔla ntama ni oyí no.
style_senator	Senator kɔɔmɔ
style_senator_desc	Tunic ni mli kɛɛ ni mli tɔɔmɔ bibii kɛ trousers ni naa lɛ.
style_smock	Batakari kɔɔmɔ (fugu)
style_smock_desc	Batakari ni atɔɔ nɔɔ ni mli ali tɔɔmɔ ye mli.
style_african_suit	Afrika ŋwɛɛ suit
style_african_suit_desc	Jacket kɛ trousers ni ntama ye lɛ afãna anaa mli.
style_shirt_trousers	Shɔɔt kɛ trousers
style_shirt_trousers_desc	Gbɛɛ gbɛɛ dadɔ ni mli kɛɛ ntama no hewɔɔ.
style_modern_traditional	Kɔɔmɔ nɔŋ nɔ
style_modern_traditional_desc	Shiŋ tɔɔmɔ ni kɔɔmɔ nɔŋmɔi ye mli.
style_beach_cover	Dadɔ ni mli yɔɔ
style_beach_cover_desc	Dadɔ ni mli yɔɔ ni ayeŋ kɛ anɔŋmɔi bɔɔ baɔ gbɛɛ gbɛɛ mli.
style_co_ords	Dadɔi ni abɔɔ mli
style_co_ords_desc	Shɔɔt kɛ shorts anaa trousers ni kɛjɛ ntama kɛkɛ mli.
occasion_wedding	Awarɛ
occasion_church	Sɔlemɔ
occasion_office	Tsuɔmɔ shia
occasion_party	Kpaŋmɔ
occasion_everyday	Gbɛɛ fɛɛ gbɛɛ
occasion_ceremony	Ŋwɛɛ
occasion_mourning	Ayi
occasion_festival	Ŋwɛɛkɛ
cd_favorite_on	Kɛ jɛ suɔmɔi mli
cd_favorite_off	Bɔ suɔmɔi mli
cd_fabric_image	Ntama shishifɔɔ
cd_person_image	Gbɔmɔ shishifɔɔ
cd_generated_image	Shishifɔɔ ni aŋwɛɛ
cd_design_image	Susumɔ shishifɔɔ
cd_color_dot	Ɛjɔŋ %1$s
cd_back	Sɛɛ
cd_more_options	Nɔŋ nɔi bii
cd_delete_item	Kɛ nɔŋ nɔ jɛ mli
cd_share_item	Kɛɛ nɔŋ nɔ mɔ
cd_clear_search	Kɛ yitso gbiŋmɔi jɛ mli
cd_open_item	Yi %1$s
cd_progress	Tsɔɔmɔ
a11y_tab_selected	%1$s, ayi
a11y_new_content	Nɔŋ nɔ
a11y_demo_result	Nɔŋ nɔ ji nɔŋmɔ, ejjɛŋ ba-kpɔmɔ anɔkuale
time_just_now	Mɔŋ nɔŋŋ
time_minutes_ago	Dakika %1$d ni mli
time_hours_ago	Dɔŋŋ %1$d ni mli
time_days_ago	Gbii %1$d ni mli
collections_title	Nɔŋmɔi
collections_create	Nɔŋmɔ nɔŋ nɔ
collections_name_hint	akɛ nɔŋ: Awarɛ susumɔi
collections_empty_title	Nɔŋmɔi bɔ mli
collections_empty_body	Ŋwɛɛ nɔŋmɔ o ŋwɛɛ ni ba mli ni o toɔ ntamai, susumɔi kɛ shishifɔɔi kɛ mɔ.
collections_add	Bɔ nɔŋmɔ mli
collections_added	Abɔ nɔŋmɔ mli
collections_delete	Kɛ nɔŋmɔ no jɛ mli
